"filename", "language", "JSON", "SQL", "JSON with Comments", "TypeScript", "JavaScript", "HTML", "CSS", "Markdown", "XML", "SCSS", "comment", "blank", "total"
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Admin-Convenios\Coordinador\pg-admin-convenios-coord\pg-admin-convenios-coord.component.css", "CSS", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 1, 5
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Admin-Convenios\Coordinador\pg-admin-convenios-coord\pg-admin-convenios-coord.component.html", "HTML", 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 18, 58
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Admin-Convenios\Coordinador\pg-admin-convenios-coord\pg-admin-convenios-coord.component.spec.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Admin-Convenios\Coordinador\pg-admin-convenios-coord\pg-admin-convenios-coord.component.ts", "TypeScript", 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 0, 19, 74
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Admin-Convenios\Coordinador\pg-informes-convenio\pg-informes-convenio.component.css", "CSS", 0, 0, 0, 0, 0, 0, 151, 0, 0, 0, 2, 41, 194
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Admin-Convenios\Coordinador\pg-informes-convenio\pg-informes-convenio.component.html", "HTML", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 13, 36
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Admin-Convenios\Coordinador\pg-informes-convenio\pg-informes-convenio.component.spec.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Admin-Convenios\Coordinador\pg-informes-convenio\pg-informes-convenio.component.ts", "TypeScript", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 10, 69
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Admin-Convenios\Coordinador\pg-informes\pg-informes.component.css", "CSS", 0, 0, 0, 0, 0, 0, 147, 0, 0, 0, 2, 40, 189
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Admin-Convenios\Coordinador\pg-informes\pg-informes.component.html", "HTML", 0, 0, 0, 0, 0, 263, 0, 0, 0, 0, 1, 76, 340
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Admin-Convenios\Coordinador\pg-informes\pg-informes.component.spec.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Admin-Convenios\Coordinador\pg-informes\pg-informes.component.ts", "TypeScript", 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 1, 33, 159
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Admin-Convenios\Coordinador\pg-lista-convenios-coord\pg-lista-convenios-coord.component.css", "CSS", 0, 0, 0, 0, 0, 0, 143, 0, 0, 0, 2, 38, 183
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Admin-Convenios\Coordinador\pg-lista-convenios-coord\pg-lista-convenios-coord.component.html", "HTML", 0, 0, 0, 0, 0, 277, 0, 0, 0, 0, 2, 101, 380
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Admin-Convenios\Coordinador\pg-lista-convenios-coord\pg-lista-convenios-coord.component.spec.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Admin-Convenios\Coordinador\pg-lista-convenios-coord\pg-lista-convenios-coord.component.ts", "TypeScript", 0, 0, 0, 150, 0, 0, 0, 0, 0, 0, 4, 36, 190
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Admin-Convenios\Coordinador\pg-lista-informes-convenio\pg-lista-informes-convenio.component.css", "CSS", 0, 0, 0, 0, 0, 0, 281, 0, 0, 0, 6, 78, 365
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Admin-Convenios\Coordinador\pg-lista-informes-convenio\pg-lista-informes-convenio.component.html", "HTML", 0, 0, 0, 0, 0, 381, 0, 0, 0, 0, 1, 138, 520
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Admin-Convenios\Coordinador\pg-lista-informes-convenio\pg-lista-informes-convenio.component.spec.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Admin-Convenios\Coordinador\pg-lista-informes-convenio\pg-lista-informes-convenio.component.ts", "TypeScript", 0, 0, 0, 544, 0, 0, 0, 0, 0, 0, 11, 144, 699
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Admin-Convenios\Invitado\pg-convenios-invitado\pg-convenios-invitado.component.css", "CSS", 0, 0, 0, 0, 0, 0, 143, 0, 0, 0, 2, 38, 183
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Admin-Convenios\Invitado\pg-convenios-invitado\pg-convenios-invitado.component.html", "HTML", 0, 0, 0, 0, 0, 227, 0, 0, 0, 0, 1, 103, 331
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Admin-Convenios\Invitado\pg-convenios-invitado\pg-convenios-invitado.component.spec.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Admin-Convenios\Invitado\pg-convenios-invitado\pg-convenios-invitado.component.ts", "TypeScript", 0, 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 16, 87
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Admin-Convenios\Invitado\pg-invitado\pg-invitado.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Admin-Convenios\Invitado\pg-invitado\pg-invitado.component.html", "HTML", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 11, 25
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Admin-Convenios\Invitado\pg-invitado\pg-invitado.component.spec.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Admin-Convenios\Invitado\pg-invitado\pg-invitado.component.ts", "TypeScript", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 11, 36
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\app-seguridad\app-seguridad.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\app-seguridad\app-seguridad.component.html", "HTML", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 13, 33
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\app-seguridad\app-seguridad.component.spec.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\app-seguridad\app-seguridad.component.ts", "TypeScript", 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 8, 37
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\clases\cAccion\i-accion.spec.ts", "TypeScript", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\clases\cAccion\i-accion.ts", "TypeScript", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\clases\cAccion\s-accion.service.spec.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 5, 17
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\clases\cAccion\s-accion.service.ts", "TypeScript", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 2, 10, 38
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\clases\cCentral\i-central.spec.ts", "TypeScript", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\clases\cCentral\i-central.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\clases\cCentral\s-central.service.spec.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 5, 17
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\clases\cCentral\s-central.service.ts", "TypeScript", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 5, 21
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\clases\cGrupo\i-grupo.spec.ts", "TypeScript", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\clases\cGrupo\i-grupo.ts", "TypeScript", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\clases\cGrupo\s-grupo.service.spec.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 5, 17
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\clases\cGrupo\s-grupo.service.ts", "TypeScript", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 7, 29
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\clases\cPerfil\i-perfil.spec.ts", "TypeScript", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\clases\cPerfil\i-perfil.ts", "TypeScript", 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 3, 32
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\clases\cPerfil\s-perfil.service.spec.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 5, 17
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\clases\cPerfil\s-perfil.service.ts", "TypeScript", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 8, 31
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\clases\cRol\i-rol.spec.ts", "TypeScript", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\clases\cRol\i-rol.ts", "TypeScript", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 5, 20
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\clases\cRol\s-rol.service.spec.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 5, 17
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\clases\cRol\s-rol.service.ts", "TypeScript", 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 3, 11, 36
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\ng-usuario\ng-usuario.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\ng-usuario\ng-usuario.component.html", "HTML", 0, 0, 0, 0, 0, 249, 0, 0, 0, 0, 0, 57, 306
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\ng-usuario\ng-usuario.component.spec.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\ng-usuario\ng-usuario.component.ts", "TypeScript", 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 5, 21, 101
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\pg-accion\pg-accion.component.css", "CSS", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 2, 6
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\pg-accion\pg-accion.component.html", "HTML", 0, 0, 0, 0, 0, 90, 0, 0, 0, 0, 1, 42, 133
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\pg-accion\pg-accion.component.spec.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\pg-accion\pg-accion.component.ts", "TypeScript", 0, 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 29, 163
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\pg-funcion\pg-funcion.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\pg-funcion\pg-funcion.component.html", "HTML", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\pg-funcion\pg-funcion.component.spec.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\pg-funcion\pg-funcion.component.ts", "TypeScript", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 3, 11
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\pg-grupo\pg-grupo.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\pg-grupo\pg-grupo.component.html", "HTML", 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 3, 38, 126
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\pg-grupo\pg-grupo.component.spec.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\pg-grupo\pg-grupo.component.ts", "TypeScript", 0, 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 25, 157
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\pg-perfil\pg-perfil.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\pg-perfil\pg-perfil.component.html", "HTML", 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 1, 36, 126
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\pg-perfil\pg-perfil.component.spec.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\pg-perfil\pg-perfil.component.ts", "TypeScript", 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 5, 18, 114
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\pg-rol\pg-rol.component.css", "CSS", 0, 0, 0, 0, 0, 0, 120, 0, 0, 0, 2, 31, 153
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\pg-rol\pg-rol.component.html", "HTML", 0, 0, 0, 0, 0, 95, 0, 0, 0, 0, 0, 15, 110
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\pg-rol\pg-rol.component.spec.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Mod-Seguridad\pg-rol\pg-rol.component.ts", "TypeScript", 0, 0, 0, 135, 0, 0, 0, 0, 0, 0, 1, 32, 168
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Seguimiento-Convenios\Analista-Vinculacion\pg-graficas\pg-graficas.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Seguimiento-Convenios\Analista-Vinculacion\pg-graficas\pg-graficas.component.html", "HTML", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 7, 13
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Seguimiento-Convenios\Analista-Vinculacion\pg-graficas\pg-graficas.component.spec.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Seguimiento-Convenios\Analista-Vinculacion\pg-graficas\pg-graficas.component.ts", "TypeScript", 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 8, 50
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Seguimiento-Convenios\Analista-Vinculacion\pg-informes-entregados-mes\pg-informes-entregados-mes.component.css", "CSS", 0, 0, 0, 0, 0, 0, 143, 0, 0, 0, 2, 38, 183
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Seguimiento-Convenios\Analista-Vinculacion\pg-informes-entregados-mes\pg-informes-entregados-mes.component.html", "HTML", 0, 0, 0, 0, 0, 280, 0, 0, 0, 0, 1, 88, 369
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Seguimiento-Convenios\Analista-Vinculacion\pg-informes-entregados-mes\pg-informes-entregados-mes.component.spec.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Seguimiento-Convenios\Analista-Vinculacion\pg-informes-entregados-mes\pg-informes-entregados-mes.component.ts", "TypeScript", 0, 0, 0, 157, 0, 0, 0, 0, 0, 0, 1, 28, 186
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Seguimiento-Convenios\Analista-Vinculacion\pg-informes-pendientes\pg-informes-pendientes.component.css", "CSS", 0, 0, 0, 0, 0, 0, 143, 0, 0, 0, 2, 38, 183
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Seguimiento-Convenios\Analista-Vinculacion\pg-informes-pendientes\pg-informes-pendientes.component.html", "HTML", 0, 0, 0, 0, 0, 280, 0, 0, 0, 0, 1, 88, 369
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Seguimiento-Convenios\Analista-Vinculacion\pg-informes-pendientes\pg-informes-pendientes.component.spec.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Seguimiento-Convenios\Analista-Vinculacion\pg-informes-pendientes\pg-informes-pendientes.component.ts", "TypeScript", 0, 0, 0, 157, 0, 0, 0, 0, 0, 0, 1, 29, 187
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Seguimiento-Convenios\Analista-Vinculacion\pg-informes-validados\pg-informes-validados.component.css", "CSS", 0, 0, 0, 0, 0, 0, 143, 0, 0, 0, 2, 38, 183
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Seguimiento-Convenios\Analista-Vinculacion\pg-informes-validados\pg-informes-validados.component.html", "HTML", 0, 0, 0, 0, 0, 255, 0, 0, 0, 0, 1, 83, 339
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Seguimiento-Convenios\Analista-Vinculacion\pg-informes-validados\pg-informes-validados.component.spec.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Seguimiento-Convenios\Analista-Vinculacion\pg-informes-validados\pg-informes-validados.component.ts", "TypeScript", 0, 0, 0, 117, 0, 0, 0, 0, 0, 0, 1, 30, 148
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Seguimiento-Convenios\Analista-Vinculacion\pg-seguimiento-convenios\pg-seguimiento-convenios.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Seguimiento-Convenios\Analista-Vinculacion\pg-seguimiento-convenios\pg-seguimiento-convenios.component.html", "HTML", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 14, 34
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Seguimiento-Convenios\Analista-Vinculacion\pg-seguimiento-convenios\pg-seguimiento-convenios.component.spec.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Seguimiento-Convenios\Analista-Vinculacion\pg-seguimiento-convenios\pg-seguimiento-convenios.component.ts", "TypeScript", 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 13, 40
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Seguimiento-Convenios\Auditoria\pg-auditoria\pg-auditoria.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Seguimiento-Convenios\Auditoria\pg-auditoria\pg-auditoria.component.html", "HTML", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 11, 25
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Seguimiento-Convenios\Auditoria\pg-auditoria\pg-auditoria.component.spec.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Seguimiento-Convenios\Auditoria\pg-auditoria\pg-auditoria.component.ts", "TypeScript", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 13, 38
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Seguimiento-Convenios\Auditoria\pg-convenios-informes\pg-convenios-informes.component.css", "CSS", 0, 0, 0, 0, 0, 0, 143, 0, 0, 0, 2, 38, 183
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Seguimiento-Convenios\Auditoria\pg-convenios-informes\pg-convenios-informes.component.html", "HTML", 0, 0, 0, 0, 0, 228, 0, 0, 0, 0, 1, 103, 332
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Seguimiento-Convenios\Auditoria\pg-convenios-informes\pg-convenios-informes.component.spec.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\Seguimiento-Convenios\Auditoria\pg-convenios-informes\pg-convenios-informes.component.ts", "TypeScript", 0, 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 11, 89
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\pg-inicio\pg-inicio.component.css", "CSS", 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 2, 31, 102
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\pg-inicio\pg-inicio.component.html", "HTML", 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 27, 89
"c:\Users\andy_\OneDrive\Documentos\Vinculacion\Front-End\Convenios\src\app\Modulos\pg-inicio\pg-inicio.component.spec.ts", "TypeScript", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 5, 22
